Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6750","Net Forest conversion","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6750","Net Forest conversion","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6750","Net Forest conversion","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6750","Net Forest conversion","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6750","Net Forest conversion","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2018","2018","3050","FAO TIER 1","kt","236.2164","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2018","2018","3050","FAO TIER 1","kt","204.1295","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2018","2018","3050","FAO TIER 1","kt","440.3459","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2019","2019","3050","FAO TIER 1","kt","142.0496","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2019","2019","3050","FAO TIER 1","kt","122.748","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2019","2019","3050","FAO TIER 1","kt","264.7976","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2020","2020","3050","FAO TIER 1","kt","93.0748","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2020","2020","3050","FAO TIER 1","kt","80.4275","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2020","2020","3050","FAO TIER 1","kt","173.5023","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2021","2021","3050","FAO TIER 1","kt","318.1052","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2021","2021","3050","FAO TIER 1","kt","274.8845","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2021","2021","3050","FAO TIER 1","kt","592.9897","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2022","2022","3050","FAO TIER 1","kt","214.186","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2022","2022","3050","FAO TIER 1","kt","185.076","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2022","2022","3050","FAO TIER 1","kt","399.262","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6993","Fires in organic soils","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6993","Fires in organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6992","Forest fires","2018","2018","3050","FAO TIER 1","kt","3399.1188","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6992","Forest fires","2018","2018","3050","FAO TIER 1","kt","2937.2865","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6992","Forest fires","2018","2018","3050","FAO TIER 1","kt","6336.4053","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6992","Forest fires","2019","2019","3050","FAO TIER 1","kt","2020.6424","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6992","Forest fires","2019","2019","3050","FAO TIER 1","kt","1746.085","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6992","Forest fires","2019","2019","3050","FAO TIER 1","kt","3766.7274","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6992","Forest fires","2020","2020","3050","FAO TIER 1","kt","1031.8532","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6992","Forest fires","2020","2020","3050","FAO TIER 1","kt","891.6455","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6992","Forest fires","2020","2020","3050","FAO TIER 1","kt","1923.4987","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6992","Forest fires","2021","2021","3050","FAO TIER 1","kt","5935.4092","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6992","Forest fires","2021","2021","3050","FAO TIER 1","kt","5128.969","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6992","Forest fires","2021","2021","3050","FAO TIER 1","kt","11064.3782","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6992","Forest fires","2022","2022","3050","FAO TIER 1","kt","2456.034","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6992","Forest fires","2022","2022","3050","FAO TIER 1","kt","2122.332","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6992","Forest fires","2022","2022","3050","FAO TIER 1","kt","4578.366","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","69921","Fires in humid tropical forests","2018","2018","3050","FAO TIER 1","kt","342.9244","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","69921","Fires in humid tropical forests","2018","2018","3050","FAO TIER 1","kt","296.323","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","69921","Fires in humid tropical forests","2018","2018","3050","FAO TIER 1","kt","639.2474","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","69921","Fires in humid tropical forests","2019","2019","3050","FAO TIER 1","kt","289.5592","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","69921","Fires in humid tropical forests","2019","2019","3050","FAO TIER 1","kt","250.213","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","69921","Fires in humid tropical forests","2019","2019","3050","FAO TIER 1","kt","539.7722","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","69921","Fires in humid tropical forests","2020","2020","3050","FAO TIER 1","kt","288.4028","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","69921","Fires in humid tropical forests","2020","2020","3050","FAO TIER 1","kt","249.206","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","69921","Fires in humid tropical forests","2020","2020","3050","FAO TIER 1","kt","537.6088","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","69921","Fires in humid tropical forests","2021","2021","3050","FAO TIER 1","kt","1373.8004","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","69921","Fires in humid tropical forests","2021","2021","3050","FAO TIER 1","kt","1187.147","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","69921","Fires in humid tropical forests","2021","2021","3050","FAO TIER 1","kt","2560.9474","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","69921","Fires in humid tropical forests","2022","2022","3050","FAO TIER 1","kt","307.8404","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","69921","Fires in humid tropical forests","2022","2022","3050","FAO TIER 1","kt","266.007","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","69921","Fires in humid tropical forests","2022","2022","3050","FAO TIER 1","kt","573.8474","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6991","Agrifood Systems Waste Disposal","2018","2018","3050","FAO TIER 1","kt","815.1441","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6991","Agrifood Systems Waste Disposal","2018","2018","3050","FAO TIER 1","kt","145196.3793","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6991","Agrifood Systems Waste Disposal","2018","2018","3050","FAO TIER 1","kt","7243.8434","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6991","Agrifood Systems Waste Disposal","2018","2018","3050","FAO TIER 1","kt","153255.3667","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6991","Agrifood Systems Waste Disposal","2019","2019","3050","FAO TIER 1","kt","816.4679","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6991","Agrifood Systems Waste Disposal","2019","2019","3050","FAO TIER 1","kt","145962.5595","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6991","Agrifood Systems Waste Disposal","2019","2019","3050","FAO TIER 1","kt","7316.3161","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6991","Agrifood Systems Waste Disposal","2019","2019","3050","FAO TIER 1","kt","154095.3434","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6991","Agrifood Systems Waste Disposal","2020","2020","3050","FAO TIER 1","kt","814.7704","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6991","Agrifood Systems Waste Disposal","2020","2020","3050","FAO TIER 1","kt","146642.4734","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6991","Agrifood Systems Waste Disposal","2020","2020","3050","FAO TIER 1","kt","7387.7956","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6991","Agrifood Systems Waste Disposal","2020","2020","3050","FAO TIER 1","kt","154845.0394","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6991","Agrifood Systems Waste Disposal","2021","2021","3050","FAO TIER 1","kt","819.7136","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6991","Agrifood Systems Waste Disposal","2021","2021","3050","FAO TIER 1","kt","147295.3192","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6991","Agrifood Systems Waste Disposal","2021","2021","3050","FAO TIER 1","kt","7469.9064","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6991","Agrifood Systems Waste Disposal","2021","2021","3050","FAO TIER 1","kt","155584.9392","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6991","Agrifood Systems Waste Disposal","2022","2022","3050","FAO TIER 1","kt","819.7136","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6991","Agrifood Systems Waste Disposal","2022","2022","3050","FAO TIER 1","kt","147295.3192","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6991","Agrifood Systems Waste Disposal","2022","2022","3050","FAO TIER 1","kt","7469.9064","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6991","Agrifood Systems Waste Disposal","2022","2022","3050","FAO TIER 1","kt","155584.9392","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2018","2018","3050","FAO TIER 1","kt","27630.3298","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6504","Fertilizers Manufacturing","2018","2018","3050","FAO TIER 1","kt","103.8514","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2018","2018","3050","FAO TIER 1","kt","27734.1812","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2019","2019","3050","FAO TIER 1","kt","27379.583","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6504","Fertilizers Manufacturing","2019","2019","3050","FAO TIER 1","kt","103.6852","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2019","2019","3050","FAO TIER 1","kt","27483.2682","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2020","2020","3050","FAO TIER 1","kt","26673.2055","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6504","Fertilizers Manufacturing","2020","2020","3050","FAO TIER 1","kt","111.1195","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2020","2020","3050","FAO TIER 1","kt","26784.325","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2021","2021","3050","FAO TIER 1","kt","32695.3372","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6504","Fertilizers Manufacturing","2021","2021","3050","FAO TIER 1","kt","113.3604","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2021","2021","3050","FAO TIER 1","kt","32808.6976","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2022","2022","3050","FAO TIER 1","kt","32695.3372","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6504","Fertilizers Manufacturing","2022","2022","3050","FAO TIER 1","kt","113.3604","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6504","Fertilizers Manufacturing","2022","2022","3050","FAO TIER 1","kt","32808.6976","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6997","Pesticides Manufacturing","2018","2018","3050","FAO TIER 1","kt","1835.2899","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6997","Pesticides Manufacturing","2018","2018","3050","FAO TIER 1","kt","1.2097","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6997","Pesticides Manufacturing","2018","2018","3050","FAO TIER 1","kt","6.4716","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2018","2018","3050","FAO TIER 1","kt","1842.9711","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6997","Pesticides Manufacturing","2019","2019","3050","FAO TIER 1","kt","1864.4561","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6997","Pesticides Manufacturing","2019","2019","3050","FAO TIER 1","kt","1.2509","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6997","Pesticides Manufacturing","2019","2019","3050","FAO TIER 1","kt","6.5413","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2019","2019","3050","FAO TIER 1","kt","1872.2483","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6997","Pesticides Manufacturing","2020","2020","3050","FAO TIER 1","kt","774.9185","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6997","Pesticides Manufacturing","2020","2020","3050","FAO TIER 1","kt","0.7984","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6997","Pesticides Manufacturing","2020","2020","3050","FAO TIER 1","kt","1.4132","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2020","2020","3050","FAO TIER 1","kt","777.1302","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6997","Pesticides Manufacturing","2021","2021","3050","FAO TIER 1","kt","1864.4561","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6997","Pesticides Manufacturing","2021","2021","3050","FAO TIER 1","kt","1.2509","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6997","Pesticides Manufacturing","2021","2021","3050","FAO TIER 1","kt","6.5413","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2021","2021","3050","FAO TIER 1","kt","1872.2483","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6997","Pesticides Manufacturing","2022","2022","3050","FAO TIER 1","kt","1864.4561","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6997","Pesticides Manufacturing","2022","2022","3050","FAO TIER 1","kt","1.2509","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6997","Pesticides Manufacturing","2022","2022","3050","FAO TIER 1","kt","6.5413","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6997","Pesticides Manufacturing","2022","2022","3050","FAO TIER 1","kt","1872.2483","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kt","13899.9897","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kt","5.6114","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kt","65.3066","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2018","2018","3050","FAO TIER 1","kt","13970.9076","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kt","14107.1055","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kt","5.869","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kt","66.3544","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2019","2019","3050","FAO TIER 1","kt","14179.3289","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kt","14728.9014","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kt","6.1294","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kt","69.2726","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2020","2020","3050","FAO TIER 1","kt","14804.3034","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6507","Food Processing","2021","2021","3050","FAO TIER 1","kt","15345.6757","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6507","Food Processing","2021","2021","3050","FAO TIER 1","kt","6.3843","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6507","Food Processing","2021","2021","3050","FAO TIER 1","kt","72.1804","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2021","2021","3050","FAO TIER 1","kt","15424.2404","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6507","Food Processing","2022","2022","3050","FAO TIER 1","kt","15345.6757","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6507","Food Processing","2022","2022","3050","FAO TIER 1","kt","6.3843","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6507","Food Processing","2022","2022","3050","FAO TIER 1","kt","72.1804","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6507","Food Processing","2022","2022","3050","FAO TIER 1","kt","15424.2404","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6506","Food Packaging","2018","2018","3050","FAO TIER 1","kt","8968.0219","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6506","Food Packaging","2018","2018","3050","FAO TIER 1","kt","149.9212","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6506","Food Packaging","2018","2018","3050","FAO TIER 1","kt","27.6824","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6506","Food Packaging","2018","2018","3050","FAO TIER 1","kt","9145.6255","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6506","Food Packaging","2019","2019","3050","FAO TIER 1","kt","8689.2687","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6506","Food Packaging","2019","2019","3050","FAO TIER 1","kt","142.5386","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6506","Food Packaging","2019","2019","3050","FAO TIER 1","kt","27.5171","E","Estimated value",""
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","6506","Food Packaging","2019","2019","3050","FAO TIER 1","kt","8859.3244","E","Estimated value",""
"GT","Emissions totals","356","India","7273","Emissions (CO2)","6506","Food Packaging","2020","2020","3050","FAO TIER 1","kt","8240.0189","E","Estimated value",""
"GT","Emissions totals","356","India","724413","Emissions (CO2eq) from CH4 (AR5)","6506","Food Packaging","2020","2020","3050","FAO TIER 1","kt","123.6622","E","Estimated value",""
"GT","Emissions totals","356","India","724313","Emissions (CO2eq) from N2O (AR5)","6506","Food Packaging","2020","2020","3050","FAO TIER 1","kt","27.069","E","Estimated value",""
